"","CYFZ_PBMC","FY2H_PBMC","FLWA_PBMC","453W_PBMC","684C_PBMC","CZJE_PBMC","DZQV_PBMC","925L_PBMC","9JD4_PBMC","G4YW_PBMC","4DUY_PBMC","36TS_PBMC","CR3L_PBMC"
"ACOXL-AS1",0,0,0,0,0,0,0,0,3.10733,0,0,0,2.60527
"ACP1",139.061127,135.020572,174.573501,177.308074,164.175603,168.34298,100.012837,130.209783,125.82515,132.04463,136.39564,120.43359,154.98745
"ACP2",21.43996,31.077988,16.1168213,23.758576,23.196007,16.91772,25.802279,28.18406,22.238171,29.181399,41.07676,27.551805,22.926605
"ACP3",9.906708,26.63682,19.30523,30.689821,21.41049,15.32648,11.19999,9.88049,18.57351,19.7002224,14.719177,24.095862,11.37707
"ACP4",0,0.622799,0,0,0,0,0,0.481505,0.423942,0.870954,0.197111,0,0.209516
"ACP5",43.30291,45.271354,40.74484,34.80668,50.712324,47.811646,78.17383,51.553486,51.82357,67.847829,118.36995,44.505561,48.57867
"ACP6",12.44391,5.309811,8.058769,10.55092,8.912813,13.811042,8.493649,8.565555,8.230989,9.740357,11.7049903,7.1084502,7.750301
"ACP7",0.160899,0.404677,0.164287,0.207684,0.309062,0.401157,0.332419,0.41754,0.146101,0.603031,0.195804,0.189177,0.227151
"ACRBP",124.44043,97.29605,121.23906,43.21347,48.33038,85.12936,32.117184,96.40003,83.65769,56.931897,59.86547,58.170068,85.98926
"ACRV1",0,0.0439321,0,0,0.0873904,0,0.122425,0.324065,0,0,0.166394,0,0
"ACSBG1",2.6009,0.777428,2.153134,1.890668,1.184242,1.443248,0.794543,2.438588,3.915651,2.523176,1.388973005,2.3503944,1.277723
"ACSBG2",0,0,0.750391,0,0,0,0.879715,0.102573,0,0.889894,0.243789,0,1.03573
"ACSF2",22.954149,22.141469,23.507429,13.658621,17.53311236,21.8892928,9.43899961,16.2028754,12.445323,20.813261,27.644996,12.310973,27.106587
"ACSF3",40.2248167,29.925894,34.613632,31.51052743,46.12674,41.68334569,42.86420789,38.2165789,45.789826,41.6469854,40.42185,42.5232201,39.53242
"ACSL1",31.365941,101.0557386,59.889769,90.778953,61.777359,45.418032,48.74614402,48.64040804,30.650877,67.629129,75.317824,71.21377476,71.192463
"ACSL3",33.560485,31.33399,29.26846,45.883406,33.683038,31.577186,22.45192,26.755302,25.451875,22.853188,27.89769,26.227039,35.132744
"ACSL3-AS1",0.291153,0,0,0.279891,0,1.69288,0.513492,0.289198,0.254314,0,0,0,0
"ACSL4",25.761576,35.50885,24.14203,27.57577,24.482953,25.377387,29.49176,26.74546,16.635433,21.785632,31.451066,25.631582,26.01544
"ACSL5",73.09762,69.70743,57.62322,86.327335,60.735627,63.730583,64.946842,51.07649,64.28524,54.54994001,59.331772,60.22554,44.38668
"ACSL6",7.4914691,2.698778472,7.698915,10.082428,14.52027017,13.4522271,10.66667505,12.90393301,9.722487,13.5465143,12.355152,5.741919608,7.018713028
"ACSM1",0.167931,0.659413,0.867162,0.259421,0.285346,1.077719,1.840258,0.546546,0.500668,1.322101012,0.439505,0.5864483,0.934071
"ACSM2A",3.96432,5.221526,3.821938,10.01949,6.419575,5.167306,4.8699836,5.103155,2.227728,3.3988421,4.0057496,6.1282,7.1745655
"ACSM2B",1.06935,0.6716,0.317917,0.661523,0.921997,0.297337,0.328231,0.8401027,1.598454,1.1773,0.4418525,0.2801757,0.921999
"ACSM3",6.943735,8.732422,8.787338,10.446372,9.566118,10.01291108,10.05048104,17.677317,7.283824,10.46031425,7.292466,7.816237,15.696338
"ACSM5",0.146164,0.34125016,2.088339,0.138342,0,0.360884,0.129009,0.444572,0,0.34614,0,0.7868716,0
"ACSM6",0.354048,0.376877,0.373225,0.5800817,0.600504,0.2526611,0.195272,0.33543,0.142717,0.2690522,0.3112318,0.1949809,1.175011
"ACSS1",16.282304,15.03195706,25.551842,11.32588341,18.09223078,15.531813,24.009045,19.141404,28.83082,22.89577,22.472351,16.143661,13.257072
"ACSS2",44.75842207,58.64076,33.41937,39.47993136,49.512105,30.327774,32.077659,43.852432,45.80825868,24.173237,59.21997842,35.890942,45.858314
"ACSS3",0.0609791,0.0730158,0.0435245,0.180515,0.219908,0.345082,0.389428,0.3482636,0.316209,0.123266,0.2082098,0.377751,0.4447739
"ACTA1",0.505116,0.487562,0.38329,0,0.291501,0.25397,0.361276,0.142291,0.354153,0.2727218,0.494649,0.464391,0.525586
"ACTA2",24.724175,13.16137,16.123793,29.256697,20.25799,14.943998,23.84608,33.072102,10.334943,23.033009,32.07725,16.00073,19.478198
"ACTA2-AS1",0.295257,0,0.9835678,0.918019,0.161364,1.334919,0,0.536815,1.35848,0.227897,2.263289,0.364541,0.943849
"ACTB",11487.8276,13939.51885,12324.23371,13527.49009,11112.63607,11276.60068,11685.04033,11955.17277,11440.55459,12723.73113,13958.71558,14275.45513,9499.8888
"ACTBP1",0.101961,0.492119,0.386892,0.0982121,0,0.0854357,0.273436,0.405963,0.178696,0.0917584,0.124799,0.281224,0.265252
"ACTBP11",0.201258,0.388628,0.410649,0.484633,0.193562,0.337408,0.089953,0.300514,0.440909,0.271694,0.123177,0.370071,0.130884
"ACTBP12",0,0,0,0,1.34213,0,0,0,0,0.442849,0,0,0
"ACTBP14",0.10479,0.30342,0.0993915,0.50464,0.503986,0,0,0.208592,0.275464,0.471478,0,0.192668,0
"ACTBP15",0.894987,0.515057,0.102867,0.83576,0,0.260103,0.193826,0.323886,0.38384,0.410293,0.132814,0.280084,0
"ACTBP2",0.618227,0.795674,0.947398,1.14448,0.991212,1.45077,1.28976,0.6143,1.53292,1.09807,1.51476,0.936719,1.87804
"ACTBP6",0,0,0.297829,0,0.10068,0.0876949,0,0,0,0,0,0,0
"ACTBP7",0.201435,0.194401,0.0955251,0.290974,0.193705,0.0844019,0.36009,0.200455,0,0.36247,0.246509,0,0.130972
"ACTBP8",0.102544,0.197934,0.389013,0.296276,0.197253,0.859068,0.183293,0.408181,0.202712,0.184551,0.125502,0.471315,0.40016
"ACTBP9",0,0.300074,0.0982875,0.0998044,0.0996771,0.173634,0,0.103135,0.272415,0.279755,0.126851,0.190521,0
"ACTC1",0,0,0,0,0.212815,0,0,0,0,0.198288,0,0.202895,0
"ACTE1P",0.753095,1.06854,0.574884,1.11596,0.865739,1.52503,0.550009,1.12807,0.494808,0.747562,0.195525,0.773521,0.962765
"ACTG1",1628.95302,1785.90367,1824.929386,1889.867604,1541.17703,1406.961849,2143.993768,2032.667124,1857.255221,2054.112689,2916.253749,2147.716356,1112.422465
"ACTG1P1",0.401,0,0.285477,0.193035,0.0965191,0.336344,0,0.0997471,1.49415,1.17314,0.122753,0,1.96162
"ACTG1P10",2.46305,4.66561,1.98456,5.5722,1.23521,3.72017,3.51387,10.5702,2.92412,3.43363,5.13001,2.44258,7.6796
"ACTG1P11",0,0.0485436,0,0.58127,0,0,0.0449576,0.0500578,0.0440688,0.0452583,0,0.41611,0.0654124
"ACTG1P12",0,0,0.0912495,0.0926484,0,0.0806215,0.0860177,0.191484,0,0,0,0,0.125087
"ACTG1P14",5.96406,7.22048,6.61775,7.20757,2.72266,4.8291,3.79532,9.15403,5.04906,2.5474,3.58944,5.48342,11.969
"ACTG1P15",0.108081,0.208623,0,0.312284,0,0.181065,0.386256,0.215135,0,0.0972574,0.264667,0.0993555,0.140626
"ACTG1P16",0,0,1.90389,0.101755,0.101632,0,0.0944182,0,0,0.665502,0,0,0.137449
"ACTG1P17",2.0214193,1.878274,1.289647,0.757552,2.614286,2.380665,2.050233,1.784506,2.331901,0.777639,0.273593,1.524996,2.5226
"ACTG1P18",0,0,0,0,0,0.0826322,0,0,0.0864043,0,0,0,0
"ACTG1P19",0.10162,0.0980927,0.0963788,0,0,0.0851644,0,0,0,0,0.124384,0.186858,0.132175
"ACTG1P2",0,0.0485436,0,0.58127,0,0,0.0449576,0.0500578,0.0440688,0.0452583,0,0.41611,0.0654124
"ACTG1P20",10.1127,10.4753,6.79432,15.5324,17.4528,7.1874,6.28034,10.8516,5.58367,11.1019,7.92723,10.702,26.5252
"ACTG1P21",0.11689,0.451142,0.110832,0.112568,0.112449,0.391457,0,0.116327,0.307223,0.210314,0.143185,0.322317,0.152146
"ACTG1P22",0,0,0,0,0.635804,0,0.254856,0.206197,0.272302,0.128583,0.126799,0,0
"ACTG1P23",0,0.103018,0.202471,0,0.102683,0.089419,0.0953793,0.456706,0,0.0960695,0.130685,0,0
"ACTG1P24",0,0,0.131779,0.133878,0,0.116289,0,0,0,0,1.19365,0,0
"ACTG1P25",0.375582,0.3592,1.275523,0.0933488,0.600016,0.252014,0.0848595,0.133477,0.167665,0.400708,0.876821,0.62329,0.511481
"ACTG1P3",0.20366,2.16263,0,1.56929,0,0.17066,0.182047,0.608119,0.267694,0,0.249278,1.33463,1.5895
"ACTG1P4",0,0.165317,0,0,0.0754357,0,0,0,0,0,0.0966334,0.278278,0
"ACTG1P9",0.68305,0.695892,0.403867,0.784588,0.577701,0.332329,0.595963,0.673279,0.417566,0.333231,0.562737,0.264783,0.56669
"ACTG2",0.277592,1.606519,0.3323526,0.818568,1.12818,0.204887,2.0800129,3.90417,0.9686528,1.22476,1.149678,1.150498,0.750129
"ACTL11P",0,0.0690192,0.0207863,0.0418744,0.0204182,0.0546005,0.0226112,0.133507,0.01957,0,0.0302346,0.0826568,0.351452
"ACTL6A",61.86982,57.08033,74.950729,65.54557,56.518267,51.80045,60.671909,77.9650681,78.88492,74.08182,85.16008,33.31545008,45.354196
"ACTL7A",0,0,0,0,0,0,0,0,0,0,0,0,0.0925475
"ACTL7B",0.125754,0,0,0,0,0,0,0,0,0,0,0,0
"ACTN1",61.774948,139.8495972,105.4103403,98.20665,95.216531,85.72651702,92.88334101,102.041376,95.509903,97.811362,114.380709,93.11956,155.381994
"ACTN1-DT",0,0.701344,2.213514,0,4.04762,0,0,0,0,2.218434,0,0.320754,0.919122
"ACTN2",0,0,0,0,0,0,0,0,0,0,0,0,0.025208202
"ACTN3",0.0332563,0,0.284416,0,0,0,0.448356,0,0.612563,0.35974,0.0405599,0,0
"ACTN4",153.09724,183.49109,205.93347,230.2679,183.823122,163.914133,139.099892,187.93143,146.446701,145.404348,159.508295,150.349814,155.517223
"ACTN4P1",0,0,0,0,0.071488,0,0,0.0742358,0.0652461,0,0,0,0
"ACTN4P2",0,0,0,0,0,0,0.0486265,0,0,0,0,0.0997064,0
"ACTP1",0,0,0,0,0,0,0,0,0,0,0,0.505143,0
"ACTR10",121.591706,129.904129,140.41614,160.6642069,118.144984,127.9771272,87.3884,80.656467,103.763796,104.924256,108.547731,90.581045,136.325242
"ACTR1A",94.30839,85.184887,95.202065,92.14602,105.806006,82.37108,73.29817,80.13228,76.611577,70.639759,77.63548,91.998686,66.73689
"ACTR1AP1",0,0,0,0,0.0966363,0,0,0,0,0,0,0,0
"ACTR1B",40.96059,31.39583,46.20001,54.765058,39.6303,44.863335,49.044228,49.19741,60.9865,59.5388,60.240022,48.4037,51.538323
"ACTR2",152.95901,186.36476,140.91193,166.43773,162.98138,267.5558,207.48224,263.54221,196.538752,214.86086,260.95791,238.172,284.63495
"ACTR3",463.28755,472.463557,409.217051,479.6362448,436.00655,428.62687,448.43841,455.851997,434.50095,459.14939,498.56768,399.67207,378.84694
"ACTR3-AS1",0.257374,2.012724,1.712205,2.720848,6.575788,2.6425,5.36919,1.58791,1.890928,8.6166,7.689473,1.144319,3.149952
"ACTR3B",9.257719,1.468055,8.18093544,3.284914,4.6211155,1.710444,3.405733,13.118206,11.64433,9.93898,3.435408,4.766105,8.454899
"ACTR3BP4",0,0,0,0,0,0,0,0.176772,0,0,0.325807,0,0
"ACTR3BP6",0,0,0,0,0,0,0,0.0809014,0,0,0,0,0
"ACTR3C",7.810944,1.236044,9.522781545,11.69356414,7.52781,5.672597,8.6731109,12.383756,12.994031,3.082681274,4.846672,3.966296005,7.7348615
"ACTR3P2",0,0.0847316,0,0,0,0.0735399,0,0,0,0,0.214591,0,0
"ACTR5",12.3458,16.0764,18.5985,18.855,9.79186,9.868,13.4831,12.705,13.298,11.3431,13.5552,10.827,13.8983
"ACTR6",36.94919,32.218023,31.697323,35.45636,33.447564,34.799627,18.471944,34.87764,28.255614,30.24797,25.736587,21.47716,25.02749
"ACTR8",25.57556,36.193335,26.118738,20.982447,27.877389,22.08875,24.379489,25.01288,22.864867,22.9367,21.613638,16.02138,19.099443
"ACTRT3",1.0149,0,0,0,0.0975799,0,0.318817,0,0,0.320066,0.61946,0,0.197585
"ACVR1",3.05915003,8.499244,6.892971,8.695753,6.40689,7.6948679,5.986187,9.362814,7.083519,7.06012,6.28926,10.55894,6.66402
"ACVR1B",2.110765,5.580808,5.551252,5.538696,4.536171,4.663789,2.500619,4.025266,5.676816,9.417343,6.458615,5.885098,7.206358
"ACVR1C",0.5194277,2.013609,0.879478,0.0594914,1.934011,0.871189,0.726901,0.92223765,2.080833,0.15643692,1.9058,0.6921781,0.213156
"ACVR2A",17.857504,14.481287,15.276005,16.130916,16.839729,11.199451,11.047295,15.8067693,6.14451,11.707474,12.810429,13.752609,5.420049
"ACVR2B",0.6335053,0.1877777,0.420958,0.664796,1.266409,0.2781297,0.2732901,0.7542919,1.148806,0.6985528,0.9860124,0.5302095,0.5154112
"ACVR2B-AS1",0.336026,0.261675,0.182121,0.285186,0.204103,0.270037,0.215868,0.331972,0.105193,0.301597,0.049054,0.151157,0.106499
"ACVRL1",0.6397248,0.0910643,3.300131,0.0700131,0.307612,0.9567976,4.226745,5.55089,0.869796,2.109389087,0.6956748,1.50185,2.530343
"ACY1",14.25345,23.251791,18.73593123,12.143716,18.1048163,29.6869,13.62613986,12.27309773,25.23878988,13.30151077,17.738165,15.773369,12.98560131
"ACY3",1.5361,1.46266,0.728026,0.492995,1.354694,2.77255,0.799279,0.636804,0.811293,2.877928,1.749290023,1.62493,1.666989
"ACYP1",23.76444,11.42642,19.005139,10.02415,14.565338,11.309132,15.25447723,16.261248,16.9178,30.982053,17.72406,7.11867,10.081392
"ACYP2",10.207123,13.264306,12.5461327,9.6139,12.811446,11.934815,10.648793,14.982312,12.121935,10.724996,7.424097,5.807472,13.54891
"ADA",56.718376,60.675773,69.12189,75.97533,74.034721,48.899397,54.123835,38.923621,57.938159,63.850626,89.39321,46.514872,65.597148
"ADA2",185.8093,268.3898148,192.4988004,187.818117,221.63897,220.309234,254.0872012,162.725393,167.4675701,224.27486,187.4066803,232.708792,163.3841054
"ADAD1",0,0.15524762,0,0,0,0,0.215068,0,0,0,0,0,0
"ADAD2",0,0,0.427808,0,0,0,0,0,0,0,0,0,1.275857
"ADAL",9.862756,3.539423,6.5673281,8.379734,8.930267,5.1281847,8.312596,7.9867,7.7711861,9.925766,6.328257,4.331775,11.910965
"ADAM10",137.578088,208.190602,122.5642355,197.52863,169.1460719,177.87903,156.482779,184.371178,131.1423878,131.7136126,173.31551,127.581115,222.0308239
"ADAM11",0,0,0,0,0,0.345957,0,0,0.0343665,0.205882,0,0,0
"ADAM12",0.526973,0.180974,1.543159,3.411669,0.489495,1.833702,0.547349,1.447361,0.7954665,1.486212,0.979417,0.654568,0.3169212
"ADAM15",52.96881622,48.52611,48.7089288,83.7880755,56.27781619,58.10854623,64.54446101,66.26250175,60.9950846,62.8199184,50.68165078,57.3526878,48.2278157
"ADAM17",31.261506,36.98112,22.672885,28.68047,32.4035246,24.885501,18.797375,21.57286,17.29893,19.756902,28.48218,21.77156,26.93617
"ADAM19",21.815893,22.2660851,19.9955,18.94908,39.7304242,23.756488,18.1962392,30.6569545,18.039856,16.028061,14.640159,13.912553,35.3588
"ADAM1A",0,0,0,0.0664158,0,0,0.140234,0,0.7139,2.15736,0.446687,1.18287,0.287112
"ADAM1B",3.00053,1.34089,2.65463,2.5621,1.90824,0.83098,0.740817,2.46756,1.73726,0.984756,1.58801,1.2227,1.93535
"ADAM20",0,0.10188,0.233615,0,0,0,0.378756,0,0,0,0.728283,0,0
"ADAM20P1",0.214888,1.8312,0,1.159914,0,0,0.192988,0.642066,0,0.347567,0.524427,0,0.0557615
"ADAM21P1",0,0,0,0,0,0,0,0,0,0,0,0,0.0642661
"ADAM22",0.479204,1.506374,0.307595,0.5556762,0.2447276,0.195802,0.717668,0.7988822,0.875538,0.785032,0.586286,0.260549,0.331563
"ADAM23",0.253871,0.285817,0.620286,0,0.014199,0.762427,1.0124375,0.722479,0.0907229,0.186513,0.3981525,0,0
"ADAM28",39.623204,35.22093,73.66158,33.576716,80.95695,71.902528,35.044489,79.90878,44.433607,37.741814,45.90739,37.74201471,60.078923
"ADAM29",0.55607,0.305025,0.140763,0.370465,0.45906,0.311669,1.271967,0.548254,0.283876,0.442179,0.430036,0.433378,0.676047
"ADAM32",1.3404,2.64101,2.17842,2.593533645,1.844298,1.4093,1.2635,1.97165,1.0613039,1.43735,1.324849,1.545962,2.412849
"ADAM33",0.128078,0.0424904,0.591537,0.376642,0.163501,0.0356814,0.298382,0.11188,0.482786,0.192144,0.0517881,0.0390039,0.110349
"ADAM3A",0.130361,0.530323,0.456251,0.124195,0.713647,0.806524,0.478189,0.815765,0.43705,0.598906,0.744206,0.393667,0.637359
"ADAM5",0,0.0499619,0,0,0.264984,0.0996849,0.21393,0.103084,0,0.0459044,0.0629831,0.143336,0
"ADAM8",93.514528,76.852599,97.297528,115.807834,93.214062,80.830495,69.494879,122.037148,117.541653,103.751032,130.687579,78.760804,92.993825
"ADAM9",13.247241,27.784645,24.00864124,28.879029,17.22711,15.48562054,13.25448111,16.864624,14.714545,15.62361483,18.513359,18.385295,28.863288
"ADAMDEC1",2.902494,0.429763,1.263953,0.0819913,1.523308,0.822302,1.350031,1.144708,0.783775,0.805364,0.259965,1.68265,0.165544
"ADAMTS1",0.864355,4.7063,3.991494,9.728109,3.704516669,6.136372,5.235547,2.605322584,4.512859,4.596200287,6.342158,1.216107,1.556753988
"ADAMTS10",2.4396186,1.649339,4.435693,2.249994,8.2186029,1.800854829,4.3749473,3.936274,9.358966,7.567617006,3.517684,2.997547,2.891851
"ADAMTS13",0.3892116,0.514652,0.4360425,0.3081517,0.043302,1.318295,0.501411487,0,2.331335,0.119298,0.992733901,0.128486,0.970799
"ADAMTS14",0.250748,0,0,0.2245015,0,0.01507588,0.01611762,0.05353103,0,0.0969056,0,0,0.04642584
"ADAMTS16",0.440885,0.3465974,0.0765915,0.253235,0.47199,0.1122871,0.230553,0.523926,0.5727348,0.2671366,0.407645,0.304254,0.796096
"ADAMTS17",0.103888,0.402108,0.0480279,0.151026,1.915335,2.7758751,0.291645,0.7717027,2.31117,0.666874,0.923418,0.398219,0.0607816
"ADAMTS18",0,0.0153388,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0.513096,0.0485404,0.308967,0.348824,0.102427,0.1746649,0.111322,0.255231,0.137056,0.463855,0.1990616,0.6997709,0.0695562
"ADAMTS4",2.11359,0.670428,0.615585,0.522944,0.644317,0.444178,0.461254,0.827479,0.408853,0.611303,2.531506,0.675566,0.802239
"ADAMTS5",0.0102103,0,0.165039,0,0.667328,1.09194,0.11952,0.406915,0.42105,0.506502,0.0746263,0.0281942,0.304258
"ADAMTS6",1.17358,0,0.5089995,2.8094542,0.645724,0.225629,3.562429,1.6013392,2.168591,2.470188,2.603476,0.0822075,2.649135
"ADAMTS7",0,0,0.0488564,0,0,0,0.0403353,0.212558,0.0879138,0.168784,0.231026,0,0
"ADAMTS7P1",0.0610328,0.0395638,0,0,1.409227,0,0.0177676,1.579148,1.271282,0.4342409,1.809959,1.333307,2.78261
"ADAMTS7P4",5.6771951,0.699138,2.83976,4.601566,2.3378649,2.49111,1.669358,8.581665,4.9396313,0.856015,2.89593,2.332443,5.313197
"ADAMTS8",0,0,0,0.137886,0,0,0.1072,0.0712362,0.12546,0.0859675,0,0,0.405036
"ADAMTS9",0.499112,0.940101,0.242151,2.2479965,0.722205,1.2252201,0.440023,0,1.07324,0.880859,0,0.676345,0.319519
"ADAMTS9-AS2",0.296184,0.13124,0.0747575,0.12635,0.101421,0.111822,0.16397,0.156929,0.114363,0.3291996,0.103381,0.099439,0
"ADAMTSL2",0,0,0.412959,0.299283984,0.0240523,0.0469088,0.195288,0.122412,0.0904561,0.046451,0.146089,0.0231973,0.116306
"ADAMTSL3",6.5499163,5.99629,7.51976,8.38024,8.48647,8.12127,9.27882,9.71328,7.49449,9.04501,6.3262487,6.97897,10.2864
"ADAMTSL4",9.52725,12.00695,14.722863,9.966751,10.613981,6.76747,9.220530001,10.98635,10.33093932,15.7843687,8.95755701,13.708945,10.25921
"ADAMTSL4-AS1",8.268376,7.343727,5.937669,4.8176498,9.291507,3.504859,7.5028,4.915639,4.7679538,4.462715,5.421695,4.310903,6.534506
"ADAMTSL4-AS2",0.619192,0.209314,0.418933,0.198569,0,0.172049,0.183054,0.713728,1.80555,1.11151,1.26948,0.81482,1.07864
"ADAMTSL5",1.778522,8.790299,2.428488,1.021566,1.871915,2.205365,3.09885,1.26881,3.393059,2.183351,1.899721,4.3748105,2.9095
"ADAP1",12.680622,11.995741,25.110752,22.858693,18.99295811,16.188959,15.68371,16.8599907,16.1922885,21.74375,12.20667,22.61097006,14.73298455
"ADAP2",25.870242,56.880803,18.575041,28.873047,30.323246,23.377263,33.89415633,21.9613,19.11621831,33.95051709,21.03853,31.763773,21.32772
"ADAR",42.562252,48.166323,66.94903,90.880979,69.945681,53.587698,90.819762,73.76609,70.487634,58.184495,81.525035,65.903503,107.617363
"ADARB1",1.717704646,5.450236612,2.250614,5.570514,2.2245309,2.6997055,3.159983006,8.156256,2.3806353,4.5579949,5.135889,2.206428,10.379066
"ADARB2",0.3537538,0.0217502,0.0566007,0.0778263,0.7690334,0.0748308,0.0508432,2.595453,0.5342095,0.774941,1.6127914,0.0548277,0.3842776
"ADARB2-AS1",0.220457,0.212267,0,0.21207,0,0,0,0.219154,0,0,0,0,0
"ADAT1",65.4678,64.92712,71.441101,59.096125,53.25155,39.580555,55.56374,55.45826,43.98696,53.49957,72.74238,33.834814,58.06577
"ADAT2",8.76316,18.37658,10.8963,12.0415,8.75866,12.56196,7.0558,9.31955,12.99259,8.0323,12.70115,5.4853,8.09217
"ADAT3",0.777475,4.06989,1.27653,2.99678,0.3449402,0.27803,1.660084,1.80636,3.23777,3.32642,3.79912,2.353968,1.4304
"ADCK1",11.535031,15.5344,17.4854229,15.725715,12.137006,10.11555257,10.622329,15.515266,19.115693,15.341483,10.108357,8.933202,8.312744
"ADCK2",3.65027,5.184497254,6.99069,5.976530069,3.727672,4.507874,5.01202,6.014947,7.58016,7.982411,9.64983,7.73325,1.7241823
"ADCK5",11.55730476,11.02361,13.01254,18.68183583,14.89993,12.412982,14.340298,14.757409,11.92873,11.187381,13.195249,10.783923,13.698858
"ADCY1",0.133178,0.0215819,0.0291698,0.00737615,0.0725063,0.0499135,0.0208353,0.14769,0.320352,0.23422077,0.0269532,0.013777,0.0296761
"ADCY10",0,0,0,0,0,0,0,0.07725071,0.166188,0,0.1366354,0,0.247976
"ADCY10P1",4.33129,2.347295,7.5179,3.63325,5.037491,4.054276,2.636664,4.092629,4.073405,6.605362,4.141582,3.236753,4.460602
"ADCY2",0.3079379,0.3439336,0.6526684,0.7769474,1.3571372,0.6279601,0.1324589,1.1031352,0.8325839,0.9056053,0.7209597,0.6091981,0.1232098
"ADCY3",7.595106,17.758621,8.651672408,19.118734,13.602574,8.476548,12.8349919,6.237131,12.460494,10.086583,11.37945288,7.649282,13.971708
"ADCY4",1.165747844,2.656028,3.83307532,1.606814,4.043762,3.686625,6.090622217,3.038357429,4.561044721,1.8607106,5.657557,2.580987837,8.175577
"ADCY5",1.131728,0.135431,0,0.226325,0,0,0.3488562,0.0253582,1.036192,0.0918201,0,0.169115,0.480681
"ADCY6",0.0920137,1.1644868,0.0293527,0.176125,0.0302373,0.3567037,0.0282676,0.1801624,0.0855371,0.6590703,0.218278,0.485199,0.039502
"ADCY7",81.985379,97.10126,63.8983201,108.7658507,67.428242,74.325659,81.305564,84.93666402,70.764015,68.994754,105.8918,63.876302,92.748895
"ADCY9",3.967229,0.651636,5.684228,2.5330256,3.0477848,1.7231281,2.214786,3.84468,4.144715,3.186592,0.5069476,2.88499,1.619161
"ADCYAP1",0,0,0.12397,0,0,0,0,0.130126,0,0,0,0,0
"ADCYAP1R1",0,0,0.013729901,0.042631702,0.0139261,0.012171901,0.012998101,0.029410101,0,0,0,0,0.018782401
"ADD1",63.35825994,48.143546,94.5201552,77.533127,91.925495,85.4642661,62.037667,91.679973,105.7043385,84.68558471,68.363603,58.01282226,64.8646734
"ADD2",1.679463,2.43516,1.252115,2.621698,4.2646553,1.329017,1.05231,3.042634314,1.984009,1.529178309,2.313817,0.969375,2.868087
"ADD3",265.94349,262.068984,311.627785,324.606954,352.839883,253.776022,207.28782,244.0169474,227.2164893,298.648367,239.20139,216.783551,304.425184
"ADD3-AS1",0.581552,1.97294,1.144352,1.696175,1.740507,1.801702,1.936621,1.656258,0.311973,1.062282,1.304241,1.406108,1.416643
"ADGB",0.2378333,0.172843,0.744673,0.14086,0.985838,0.675035,0.1312303,0.263301,0.0523464,3.279168,0.33418,0.067632,0.181276
